chr22	23034491	23036670	chr22	23283912	23285694	35
chr22	17651958	17652963	chr22	17738917	17739494	6
chr22	25597967	25598936	chr22	26173795	26174818	13
chr22	22510616	22512455	chr22	22521468	22523077	16
chr22	22509532	22514342	chr22	22548552	22551160	87
chr22	18941876	18942809	chr22	19464943	19465584	4
chr22	19287031	19287973	chr22	19464562	19465851	13
chr22	18312803	18313722	chr22	18373765	18375006	7
chr22	17564978	17566375	chr22	17652325	17653688	6
chr22	25476828	25477694	chr22	25729164	25730588	12
chr22	23516188	23516670	chr22	23881715	23882050	4
chr22	19132082	19132502	chr22	19461126	19462184	8
chr22	26173898	26174558	chr22	26726668	26727254	7
chr22	22067582	22067952	chr22	23296966	23297387	4
chr22	26292017	26293264	chr22	26725776	26727375	21
chr22	26249784	26250802	chr22	26726543	26727277	12
chr22	22307042	22307729	chr22	23298044	23298722	6
chr22	25198954	25199580	chr22	25246180	25247528	9
chr22	23152227	23152770	chr22	23197791	23198124	5
chr22	24502545	24503783	chr22	24551601	24552228	5
chr22	22711403	22712095	chr22	22776903	22777839	9
chr22	26169803	26171277	chr22	26530821	26531189	10
chr22	29597044	29599096	chr22	29641207	29642410	15
chr22	24815906	24821231	chr22	24920304	24924062	122
chr22	22292244	22293075	chr22	23296150	23298999	29
chr22	23301529	23301714	chr22	23461581	23462072	4
chr22	22465485	22465705	chr22	22560617	22561160	5
chr22	23130434	23130740	chr22	23144910	23145529	4
chr22	22414416	22415413	chr22	22457197	22457770	5
chr22	19717869	19718908	chr22	19934745	19936303	23
chr22	25334932	25335910	chr22	25440019	25440465	4
chr22	22777096	22778197	chr22	22817279	22817731	6
chr22	23219839	23220757	chr22	23285087	23286039	5
chr22	25164861	25165196	chr22	25249663	25250965	5
chr22	22776904	22777225	chr22	22895021	22895339	5
chr22	23301285	23301907	chr22	23452385	23453807	5
chr22	22548534	22551489	chr22	22588962	22591054	29
chr22	20917644	20921161	chr22	21051606	21053188	49
chr22	20225938	20226301	chr22	20255840	20256234	5
chr22	19131579	19132543	chr22	19464964	19466035	9
chr22	25962171	25964021	chr22	26168875	26169513	8
chr22	17652354	17653076	chr22	17748981	17750426	10
chr22	19286819	19288309	chr22	19617318	19618055	21
chr22	19957922	19958597	chr22	20098473	20099414	11
chr22	23300562	23301787	chr22	23718376	23719299	12
chr22	19956038	19959094	chr22	20115241	20117363	29
chr22	23095444	23096415	chr22	23144786	23145726	5
chr22	19711317	19712033	chr22	19897614	19898021	4
chr22	24898841	24899750	chr22	24920960	24922877	22
chr22	23116251	23116755	chr22	23297986	23299028	4
chr22	25942314	25943183	chr22	26097717	26098329	5
chr22	25334659	25335893	chr22	25452310	25453900	28
chr22	22414938	22415645	chr22	22454790	22455839	5
chr22	25337215	25339000	chr22	25444218	25445017	7
chr22	19957653	19958991	chr22	20015096	20016298	14
chr22	20960251	20960997	chr22	21095249	21096524	20
chr22	22414498	22415630	chr22	22499479	22499855	4
chr22	28415740	28417168	chr22	28447661	28448196	6
chr22	17397509	17398723	chr22	17979868	17981155	17
chr22	23469667	23471059	chr22	23623773	23625557	25
chr22	17640752	17641588	chr22	17980101	17981341	4
chr22	22339001	22339717	chr22	23301427	23301693	4
chr22	23515773	23517663	chr22	23728153	23729326	15
chr22	17695013	17696898	chr22	17980786	17981127	5
chr22	24204085	24204755	chr22	24570685	24571395	4
chr22	18227524	18228598	chr22	18558838	18559083	5
chr22	23657898	23658326	chr22	23744753	23745539	5
chr22	17397232	17400263	chr22	17537636	17539682	69
chr22	23301284	23301638	chr22	23744694	23745084	5
chr22	22785728	22786645	chr22	22894597	22895783	12
chr22	29186144	29186379	chr22	29436734	29437010	5
chr22	23053371	23053637	chr22	23088320	23089078	4
chr22	28996607	28997529	chr22	29641147	29641793	7
chr22	28276101	28277226	chr22	28333238	28333804	6
chr22	29251360	29252527	chr22	29640697	29643344	21
chr22	24298657	24299034	chr22	24626683	24627508	8
chr22	25598235	25598906	chr22	25729189	25730851	31
chr22	22511191	22512248	chr22	22554530	22557067	23
chr22	18038189	18039458	chr22	18267089	18268742	12
chr22	20202596	20203847	chr22	20255598	20256030	9
chr22	26097909	26098384	chr22	26168285	26169422	10
chr22	26792423	26798763	chr22	26854343	26860728	160
chr22	23971150	23971857	chr22	24108876	24109345	4
chr22	26170511	26170716	chr22	26760098	26760616	4
chr22	22521105	22523421	chr22	22548953	22551224	18
chr22	23301327	23302180	chr22	23311189	23313029	6
chr22	23514323	23524163	chr22	23620905	23626737	422
chr22	22928975	22929946	chr22	23298100	23299319	15
chr22	17601224	17601467	chr22	17980285	17981084	4
chr22	20960621	20961378	chr22	20978408	20979327	4
chr22	21094956	21095605	chr22	21138536	21139467	4
chr22	23196443	23198943	chr22	23225399	23227018	25
chr22	22338821	22340481	chr22	23296370	23299202	36
chr22	25333123	25336339	chr22	25442847	25448085	112
chr22	29790938	29791564	chr22	29985098	29986799	13
chr22	20785315	20785700	chr22	20809730	20810807	5
chr22	28280378	28281466	chr22	28405131	28406099	8
chr22	24720398	24721708	chr22	25154228	25155536	11
chr22	24112750	24115499	chr22	24190162	24193176	42
chr22	23027328	23027795	chr22	23284499	23285286	4
chr22	25858097	25858802	chr22	26105703	26106090	5
chr22	23255246	23256434	chr22	23277784	23278191	4
chr22	27074498	27075822	chr22	27151313	27153164	16
chr22	28416156	28416667	chr22	28508835	28509158	4
chr22	17555388	17557478	chr22	17651113	17653869	64
chr22	23300691	23302169	chr22	23459463	23460951	9
chr22	23301548	23302349	chr22	23324102	23324670	4
chr22	24627331	24627588	chr22	24638664	24639389	4
chr22	23286746	23287366	chr22	23296652	23297289	4
chr22	22414645	22415472	chr22	22590002	22590495	4
chr22	23509361	23511310	chr22	23623983	23624985	6
chr22	24584108	24588659	chr22	24642833	24644027	47
chr22	29550493	29551003	chr22	29562447	29563372	4
chr22	20960632	20961266	chr22	20990357	20992019	4
chr22	24830143	24830848	chr22	24921441	24921991	4
chr22	25939778	25940781	chr22	26173955	26174424	6
chr22	22936239	22936842	chr22	23034423	23034863	4
chr22	22901433	22902220	chr22	22929399	22929858	5
chr22	24458254	24460654	chr22	24570550	24571350	8
chr22	22734810	22735188	chr22	22816979	22817920	5
chr22	24898800	24899501	chr22	24917634	24918078	10
chr22	22809411	22810499	chr22	22818335	22818810	4
chr22	25456373	25457112	chr22	25567592	25569184	8
chr22	23277574	23278599	chr22	23296270	23297217	11
chr22	22384905	22386103	chr22	22589832	22590468	11
chr22	18225251	18225791	chr22	18280503	18281188	6
chr22	22936576	22936891	chr22	23028939	23029412	5
chr22	23194846	23195955	chr22	23219645	23219875	4
chr22	23219716	23220807	chr22	23296661	23298354	12
chr22	26568473	26568791	chr22	26763814	26764134	4
chr22	26276609	26276764	chr22	26755999	26756710	4
chr22	20918534	20919003	chr22	21095937	21096877	10
chr22	23197458	23199039	chr22	23283650	23285877	22
chr22	17554865	17558708	chr22	17979333	17981442	56
chr22	19131814	19132915	chr22	19616894	19618313	21
chr22	22817456	22819680	chr22	22894888	22895600	19
chr22	26966071	26967293	chr22	27041353	27041717	5
chr22	22817637	22819555	chr22	22917827	22919938	23
chr22	23190308	23192152	chr22	23277846	23278662	9
chr22	24719363	24724530	chr22	24919272	24922319	108
chr22	23470469	23470887	chr22	23621644	23622241	4
chr22	26482264	26483913	chr22	26727000	26727206	6
chr22	25334633	25335085	chr22	25441484	25442322	5
chr22	23027045	23027983	chr22	23277700	23278440	6
chr22	22384570	22386122	chr22	22559737	22562483	24
chr22	22785668	22786131	chr22	22929285	22929772	5
chr22	23516212	23516416	chr22	23726779	23727162	4
chr22	23657848	23658111	chr22	23933360	23933813	4
chr22	17651923	17652780	chr22	18019867	18020866	9
chr22	28996578	28997191	chr22	29550177	29550945	9
chr22	22525351	22526569	chr22	22549712	22550513	7
chr22	23062839	23063111	chr22	23096165	23096306	4
chr22	19205399	19205881	chr22	19461761	19462560	4
chr22	24899084	24899422	chr22	24911626	24913336	5
chr22	22562268	22562700	chr22	22592151	22592999	4
chr22	22510380	22512543	chr22	22560140	22562639	44
chr22	23146274	23147042	chr22	23300381	23301594	7
chr22	24108781	24112645	chr22	24190161	24193808	98
chr22	23883371	23884811	chr22	24190588	24192970	23
chr22	24817341	24818787	chr22	24880920	24882657	13
chr22	22384476	22385981	chr22	22510193	22512391	25
chr22	23516183	23516503	chr22	23657823	23658337	5
chr22	23718545	23718888	chr22	23728230	23728937	5
chr22	23062624	23063057	chr22	23297085	23298359	7
chr22	21982145	21984874	chr22	21995842	21998046	24
chr22	22338779	22339648	chr22	22414936	22415659	4
chr22	23225573	23227501	chr22	23277585	23279246	20
chr22	23301238	23301606	chr22	23933246	23933726	7
chr22	23197919	23198884	chr22	23301186	23301569	4
chr22	20959768	20961770	chr22	21138469	21139838	18
chr22	22221990	22223185	chr22	22292335	22292694	5
chr22	20918683	20919596	chr22	20929817	20931930	10
chr22	23301379	23302152	chr22	23519673	23521338	12
chr22	20144050	20144760	chr22	20275397	20276146	4
chr22	22818449	22819169	chr22	22935782	22936900	10
chr22	17397921	17399013	chr22	17541337	17541796	4
chr22	23743989	23745627	chr22	23881551	23882103	21
chr22	23225672	23226565	chr22	23294462	23295467	4
chr22	22065969	22069435	chr22	22306628	22308881	91
chr22	23469475	23472203	chr22	23728042	23728726	15
chr22	20772482	20772972	chr22	20960283	20960784	6
chr22	22785728	22786039	chr22	22918572	22919183	5
chr22	26760425	26760999	chr22	27074763	27075285	4
chr22	22561771	22562545	chr22	22817584	22817893	5
chr22	23520715	23521644	chr22	23727466	23728433	14
chr22	28268366	28269056	chr22	28276984	28277457	4
chr22	22339004	22340048	chr22	23277990	23278615	4
chr22	29548111	29549492	chr22	29640995	29641988	8
chr22	28990675	28991253	chr22	29225352	29225738	4
chr22	20193799	20194439	chr22	20255875	20256077	4
chr22	19760460	19761024	chr22	19896940	19897894	4
chr22	23188294	23191636	chr22	23219615	23220369	28
chr22	22562239	22562700	chr22	22818419	22819370	6
chr22	19957601	19960128	chr22	20000696	20002011	45
chr22	22292497	22293347	chr22	22414816	22415563	6
chr22	24720238	24721887	chr22	24819466	24820207	11
chr22	19754114	19754896	chr22	19897594	19897893	5
chr22	23471559	23472278	chr22	23624132	23625785	6
chr22	22339088	22340382	chr22	23284760	23285398	9
chr22	23663525	23664908	chr22	23728168	23728340	4
chr22	23151092	23153536	chr22	23296027	23298831	47
chr22	19941242	19941612	chr22	20116783	20117065	4
chr22	18274158	18276106	chr22	18558361	18559227	13
chr22	22763389	22764586	chr22	22863089	22863610	4
chr22	23221702	23221954	chr22	23284920	23285357	4
chr22	22734115	22735007	chr22	22818387	22818647	4
chr22	26288619	26291079	chr22	26726743	26727885	13
chr22	20770967	20774680	chr22	20809551	20812520	122
chr22	18237147	18237554	chr22	18267186	18268970	6
chr22	20861464	20862049	chr22	20918067	20918882	6
chr22	27074541	27075400	chr22	28276414	28277012	4
chr22	23129567	23132457	chr22	23296569	23298869	54
chr22	22918956	22919230	chr22	23298181	23298907	4
chr22	18227352	18228521	chr22	18312500	18312908	4
chr22	23883808	23885246	chr22	23932774	23933839	15
chr22	25631508	25632616	chr22	26173749	26174313	9
chr22	26875272	26876572	chr22	27041270	27041600	5
chr22	18314777	18315596	chr22	18558682	18559922	6
chr22	23623992	23624234	chr22	23728271	23728887	4
chr22	29250312	29255688	chr22	29435629	29439139	179
chr22	23470536	23472240	chr22	23515872	23516625	9
chr22	26482273	26482862	chr22	26715102	26715492	4
chr22	19602393	19603301	chr22	19617560	19617737	4
chr22	23144234	23146210	chr22	23296306	23298694	56
chr22	25163656	25165826	chr22	25444140	25445583	28
chr22	27152144	27153301	chr22	28404412	28406199	20
chr22	18941897	18942820	chr22	19131326	19132535	5
chr22	26170558	26170804	chr22	26294166	26295097	7
chr22	22384353	22385340	chr22	23283891	23286446	26
chr22	23300563	23302474	chr22	23631480	23633642	36
chr22	22454677	22455120	chr22	22511022	22511401	7
chr22	22465046	22466097	chr22	22549568	22550915	25
chr22	23301324	23301645	chr22	23309363	23310622	6
chr22	23299337	23300180	chr22	23472543	23473677	4
chr22	23562323	23563432	chr22	23623612	23625031	7
chr22	24816789	24821262	chr22	24916196	24918316	93
chr22	22936551	22936990	chr22	23029985	23030545	13
chr22	23611376	23612272	chr22	23623677	23624420	4
